id_envio,centro_distribucion,transportista,tipo_servicio,dia_semana,distancia_km,peso_kg,volumen_m3,n_paradas,temperatura_ambiente_c,costo_combustible_usd,tiempo_transito_h,calificacion_cliente,retraso
102251,CD-Canelones,TR-084,Estándar,viernes,26.63,6.04,0.0401,9,26.8,11.16,2.0,4.7,0
102402,CD-Montevideo,TR-080,Económico,martes,278.78,6.62,0.0392,2,18.1,15.77,4.52,4.8,0
100852,CD-Canelones,TR-078,Express,martes,292.07,8.61,0.0644,2,11.2,24.62,4.87,3.9,0
100745,CD-Canelones,TR-096,Estándar,viernes,40.09,2.81,0.0313,7,19.7,10.77,3.1,4.1,0
102551,CD-Canelones,TR-106,Estándar,jueves,22.25,1.11,,12,20.0,16.32,2.7,3.2,0
101138,CD-Canelones,TR-082,estándar,martes,38.69,4.02,0.0633,7,13.2,13.65,3.0,3.8,0
102417,CD-Salto,TR-004,Express,viernes,188.96,2.51,0.0483,1,17.3,13.37,5.08,3.2,0
100491,CD-Montevideo,TR-064,Estándar,miércoles,34.59,1.37,0.0525,5,25.3,6.62,1.57,2.7,0
103547,CD-Canelones,TR-062,Express,miércoles,37.37,9.68,0.0623,12,16.0,13.97,2.54,,1
100698,CD-Maldonado,TR-119,EXPRESS,jueves,369.14,4.31,0.0434,1,19.0,21.8,8.84,4.5,0
100623,CD-Montevideo,TR-117,Estándar,martes,26.32,1.47,0.0336,14,24.1,16.66,4.75,,1
100764,CD-Montevideo,TR-013,Económico,jueves,19.85,4.79,0.0293,5,24.5,9.1,3.15,3.9,0
102323,CD-Montevideo,TR-020,Express,viernes,26.33,2.2,0.0537,10,21.7,11.68,3.02,4.4,0
103456,CD-Montevideo,TR-025,Express,sábado,263.29,3.09,,1,24.5,17.1,5.0,4.2,0
103080,CD-Maldonado,TR-114,Express,viernes,315.01,2.44,0.0272,1,24.5,18.66,6.32,4.8,0
100124,CD-Canelones,TR-001,económico,lunes,52.28,5.51,0.0519,9,17.8,5.84,3.24,2.6,1
100097,CD-Montevideo,TR-103,Estándar,lunes,25.78,10.33,0.0701,4,,10.79,3.5,,1
101281,CD-Maldonado,TR-117,ESTÁNDAR,martes,46.47,5.9,0.0523,9,20.7,11.87,4.2,3.7,0
102172,CD-Canelones,TR-032,Express,martes,238.6,5.68,0.0336,2,19.3,25.87,4.28,4.5,0
102427,CD-Canelones,TR-039,Económico ,jueves,13.82,16.69,0.0929,7,28.6,12.0,2.56,4.6,0
102498,CD-Salto,TR-083,Estándar,miércoles,40.53,2.37,0.0376,6,29.1,10.69,3.36,,0
103409,CD-Montevideo,TR-031,Económico,jueves,268.91,6.69,,3,20.2,18.46,5.3,4.4,0
103177,CD-Montevideo,TR-110,Estándar,martes,333.29,4.07,0.0552,1,25.6,20.29,6.39,4.7,0
100670,CD-Salto,TR-056,Express,sábado,34.04,3.63,0.032,4,,7.29,1.74,3.4,0
101548,CD-Canelones,TR-075,Económico,martes,30.5,5.72,0.0333,5,16.5,9.21,2.71,3.6,0
102937,CD-Montevideo,TR-032,Estándar,lunes,30.64,2.12,0.0335,7,17.6,6.58,3.62,4.7,0
100810,CD-Maldonado,TR-037,Estándar,jueves,23.0,3.96,0.0565,10,18.9,15.62,2.34,4.7,0
100078,CD-Canelones,TR-062,Estándar,viernes,31.81,5.56,0.0543,7,17.3,13.43,1.89,,0
102838,CD-Montevideo,TR-031,Estándar,jueves,306.54,4.03,0.041,3,17.5,27.76,6.72,4.6,0
100379,CD-Montevideo,TR-055,Estándar,martes,197.25,6.6,0.078,2,24.9,16.46,4.32,3.8,0
101835,CD-Montevideo,TR-012,Económico,miércoles,33.25,4.42,0.0313,6,32.5,12.19,2.93,3.4,0
102629,CD-Maldonado,TR-022,Express,lunes,200.34,3.28,,1,15.6,10.77,4.62,3.4,0
100800,CD-Montevideo,TR-052,Estándar ,viernes,36.72,8.21,0.0462,4,27.9,7.57,0.84,3.1,0
103510,CD-Montevideo,TR-118,Estándar,martes,35.4,7.21,0.0643,4,12.1,7.58,3.92,3.3,1
100099,CD-Canelones,TR-049,Económico,jueves,33.98,5.77,0.0368,4,22.8,9.62,1.62,,0
101849,CD-Salto,TR-028,Estándar,martes,32.9,16.99,0.0996,5,21.5,12.37,2.9,4.5,0
101020,CD-Montevideo,TR-012,express,martes,274.1,8.86,0.067,2,22.5,19.26,7.16,4.3,0
100128,CD-Montevideo,TR-078,ESTÁNDAR,martes,200.39,10.05,0.0593,4,21.0,16.96,3.04,4.4,0
102568,CD-Montevideo,TR-106,Express,viernes,332.61,2.78,0.0296,1,26.2,18.17,6.89,4.0,1
101055,CD-Montevideo,TR-037,Express,miércoles,306.18,7.05,0.0629,0,20.1,15.45,7.66,,0
100870,CD-Montevideo,TR-063,Estándar,martes,222.98,6.61,,4,36.2,19.44,4.77,3.6,1
103370,CD-Montevideo,TR-001,Express,sábado,17.7,6.44,0.0524,8,22.8,15.97,2.49,4.1,0
100551,CD-Canelones,TR-038,Express,jueves,22.38,2.98,0.0322,7,19.6,11.91,0.59,2.9,0
103396,CD-Salto,TR-037,Estándar,martes,319.93,7.47,0.0434,2,,25.52,7.42,4.7,0
103437,CD-Maldonado,TR-006,express,viernes,194.61,3.6,,1,,16.33,3.68,4.1,0
102584,CD-Montevideo,TR-052,Estándar,viernes,30.82,1.84,0.0509,10,19.6,15.03,5.64,3.7,0
101999,CD-Montevideo,TR-070,Estándar,jueves,15.16,2.49,0.0539,9,19.4,16.74,3.96,4.8,0
100992,CD-Montevideo,TR-088,Express ,miércoles,243.55,3.87,0.0319,1,21.9,18.7,12.95,1.8,1
103328,CD-Maldonado,TR-047,Económico,martes,28.13,10.62,0.096,8,18.7,12.86,2.91,,0
100441,CD-Canelones,TR-058,Express,martes,19.64,4.17,0.0358,7,26.3,13.56,2.85,4.6,0
102735,CD-Maldonado,TR-106,ECONÓMICO,lunes,12.03,5.84,,6,16.6,12.19,2.78,4.3,0
100001,CD-Maldonado,TR-083,Estándar,viernes,260.22,4.63,0.0393,1,15.2,16.55,5.83,3.9,0
102613,CD-Salto,TR-003,Estándar,martes,344.69,2.12,0.0473,2,,24.21,6.41,4.4,0
103116,CD-Montevideo,TR-112,ESTÁNDAR,miércoles,31.44,5.28,0.0365,11,22.8,16.64,5.38,4.0,1
100130,CD-Montevideo,TR-068,Económico,lunes,28.45,1.02,0.023,7,20.0,12.05,3.55,4.2,0
100621,CD-Salto,TR-096,Estándar,jueves,35.74,3.86,0.0423,8,11.2,15.94,4.25,4.3,0
100964,CD-Canelones,TR-038,Económico,lunes,40.29,19.41,0.0953,4,26.0,7.14,2.47,3.7,0
103520,CD-Montevideo,TR-026,Express,martes,236.01,3.93,0.0264,2,18.1,22.43,4.49,3.8,0
101497,CD-Canelones,TR-021,Económico,viernes,25.63,4.95,0.0467,5,24.0,5.02,3.17,3.4,1
101753,CD-Salto,TR-072,Express,lunes,30.43,3.11,0.0478,7,18.9,12.73,1.98,3.8,0
102879,CD-Salto,TR-034,Express,viernes,28.85,5.98,0.0406,9,,18.79,4.15,3.2,0
100065,CD-Maldonado,TR-032,ESTÁNDAR,lunes,202.3,6.09,0.0662,2,21.1,13.37,5.87,4.3,0
101405,CD-Montevideo,TR-050,Express,martes,37.82,4.49,0.0357,11,20.0,16.31,3.54,4.0,0
102314,CD-Maldonado,TR-029,Estándar,jueves,22.51,4.91,0.0371,7,28.4,15.88,5.68,3.1,1
102193,CD-Canelones,TR-099,Económico,miércoles,22.21,3.73,0.034,7,32.5,14.75,2.38,,0
101654,CD-Salto,TR-089,Estándar,viernes,172.53,5.98,0.0381,4,,18.46,3.77,4.0,0
102037,CD-Salto,TR-072,Económico,miércoles,252.81,6.19,0.0617,2,,17.22,6.45,2.9,1
100577,CD-Montevideo,TR-063,Estándar,martes,36.07,7.04,0.0469,6,17.6,8.92,1.55,3.4,0
100456,CD-Salto,TR-095,Estándar,martes,252.8,4.64,0.0413,3,,19.19,6.1,,0
101730,CD-Montevideo,TR-091,Estándar,miércoles,11.67,4.24,0.0474,2,20.9,16.42,2.44,4.0,0
100610,CD-Canelones,TR-006,Económico,sábado,34.41,4.09,0.0286,2,11.4,11.52,2.79,3.4,0
103515,CD-Salto,TR-104,Estándar,jueves,42.23,11.52,0.0633,8,27.2,12.1,3.25,,0
102845,CD-Maldonado,TR-029,Estándar,viernes,293.5,4.98,0.0473,3,26.4,22.05,5.93,3.2,0
103512,CD-Salto,TR-068,Económico,jueves,32.14,4.02,0.0288,4,15.9,7.76,1.45,2.4,0
100182,CD-Maldonado,TR-035,Estándar,jueves,222.62,11.41,0.0684,2,12.3,14.31,5.61,3.8,0
102692,CD-Canelones,TR-007,Estándar,miércoles,266.97,5.55,0.0497,6,18.6,24.23,5.99,4.9,0
100011,CD-Canelones,TR-072,Estándar,jueves,29.89,2.34,0.0231,9,13.3,16.23,2.66,4.0,0
101469,CD-Montevideo,TR-027,Estándar,viernes,254.24,3.58,0.0592,1,21.6,19.51,4.82,3.1,1
102389,CD-Maldonado,TR-037,Estándar,jueves,241.87,5.59,0.0502,1,27.1,23.66,2.4,4.8,0
103294,CD-Salto,TR-064,Express,lunes,14.26,7.16,0.0689,8,24.5,8.85,1.97,1.4,0
102948,CD-Canelones,TR-010,Express,miércoles,39.6,4.12,0.0399,6,14.6,11.96,2.63,4.6,0
101721,CD-Canelones,TR-003,Estándar,viernes,259.53,4.29,0.0482,5,17.3,23.2,6.77,4.2,0
103007,CD-Canelones,TR-004,estándar,jueves,15.17,6.37,0.0491,10,19.7,11.48,1.48,3.6,0
103262,CD-Montevideo,TR-051,Estándar ,jueves,246.87,14.38,0.1087,3,17.3,17.82,6.08,4.3,0
101720,CD-Canelones,TR-051,Estándar ,lunes,42.92,3.39,0.0827,4,18.9,9.1,1.51,,0
100020,CD-Canelones,TR-116,Express,lunes,27.48,7.58,0.0473,7,19.0,12.61,1.86,3.9,0
103192,CD-Canelones,TR-101,Económico,miércoles,22.02,4.17,0.0352,6,21.4,8.13,2.41,4.6,0
103275,CD-Maldonado,TR-027,Estándar,martes,259.03,6.85,0.0587,1,11.3,13.05,6.68,4.2,0
101315,CD-Canelones,TR-047,Express,lunes,14.27,3.34,0.0634,8,13.3,7.85,1.47,4.3,0
103278,CD-Montevideo,TR-029,Económico,miércoles,25.64,2.92,0.0346,10,21.5,9.89,1.54,2.9,0
103588,CD-Maldonado,TR-095,ECONÓMICO,miércoles,15.25,5.37,0.0439,5,9.4,11.14,3.73,4.9,0
101828,CD-Montevideo,TR-057,EXPRESS,jueves,23.92,7.33,0.0542,8,27.1,12.1,2.6,4.4,0
102491,CD-Maldonado,TR-061,express,miércoles,23.32,2.09,0.0361,4,15.1,13.69,3.34,2.8,0
101636,CD-Canelones,TR-044,Económico,martes,28.78,4.72,0.0445,9,8.9,15.71,3.35,4.6,0
101780,CD-Montevideo,TR-005,EXPRESS,viernes,32.09,4.35,0.0468,3,17.3,9.51,0.22,4.9,0
103443,CD-Montevideo,TR-082,Express,viernes,23.09,4.02,0.0388,6,31.9,13.13,2.2,4.4,0
102795,CD-Montevideo,TR-097,ECONÓMICO,miércoles,42.6,5.21,0.0741,8,19.0,10.89,4.53,3.5,0
101285,CD-Canelones,TR-116,ESTÁNDAR,jueves,36.45,15.06,0.0766,15,18.7,19.2,4.47,3.7,1
101344,CD-Maldonado,TR-115,Estándar,viernes,29.99,4.03,0.0335,7,,13.02,3.1,4.1,0
103055,CD-Salto,TR-020,Express,sábado,141.49,8.61,0.0507,4,18.9,12.99,4.89,3.9,0
100500,CD-Maldonado,TR-056,Económico,miércoles,29.32,1.72,0.0422,7,16.0,11.9,2.57,2.6,0
100018,CD-Maldonado,TR-110,Estándar,martes,165.74,6.14,0.039,3,26.6,13.13,4.89,4.8,0
101552,CD-Canelones,TR-059,Estándar ,jueves,280.65,2.01,0.0274,2,21.1,20.5,7.04,4.6,0
100385,CD-Canelones,TR-068,Estándar,viernes,273.12,9.14,0.076,1,16.3,16.68,6.15,4.6,0
100262,CD-Montevideo,TR-033,Express,sábado,34.38,5.04,0.0561,6,10.7,6.68,1.95,3.7,0
102616,CD-Montevideo,TR-061,express,miércoles,47.36,2.3,0.0272,8,27.1,11.48,3.05,4.7,0
101494,CD-Canelones,TR-094,Económico,jueves,22.43,11.72,0.0842,1,18.9,5.24,0.62,4.1,0
100325,CD-Canelones,TR-054,Express,martes,132.61,1.23,0.0315,2,21.1,17.24,3.52,4.4,0
101942,CD-Montevideo,TR-030,Express,sábado,283.71,8.71,0.0517,1,20.4,18.97,4.66,4.6,0
103598,CD-Canelones,TR-105,EXPRESS,jueves,35.2,13.82,0.0714,7,22.6,15.25,3.86,,0
101200,CD-Canelones,TR-024,Estándar,jueves,27.06,19.98,0.0953,9,11.6,10.17,3.85,3.8,0
101983,CD-Salto,TR-024,ESTÁNDAR,sábado,292.34,7.61,0.0443,1,15.5,17.69,6.01,3.7,0
100691,CD-Montevideo,TR-116,Express,jueves,12.63,6.46,0.0516,4,17.2,9.89,1.98,4.1,0
103114,CD-Salto,TR-032,Económico,miércoles,34.04,2.68,0.0346,6,,13.14,2.58,4.4,0
101768,CD-Canelones,TR-068,Económico,martes,29.33,4.17,0.0394,8,14.4,7.09,3.73,3.6,1
102516,CD-Canelones,TR-032,Estándar,miércoles,217.36,2.86,0.0234,1,15.0,18.32,3.24,2.1,0
101205,CD-Salto,TR-070,Estándar,martes,26.92,2.57,0.0335,8,,7.8,2.19,4.3,0
101687,CD-Montevideo,TR-073,ESTÁNDAR,lunes,346.53,8.61,0.048,3,20.0,22.68,7.11,4.5,0
101038,CD-Montevideo,TR-051,Estándar,viernes,22.92,7.6,0.0431,7,,8.5,2.83,3.5,0
101209,CD-Salto,TR-037,Económico,lunes,339.75,2.43,0.0273,4,23.5,19.92,8.85,4.0,0
102324,CD-Montevideo,TR-089,Económico,miércoles,209.47,2.92,0.0415,3,17.1,25.24,5.73,4.9,0
103069,CD-Canelones,TR-073,Express,lunes,26.99,15.72,0.0751,7,17.9,11.61,3.04,,0
102429,CD-Montevideo,TR-052,Express,jueves,296.7,6.48,0.049,1,10.7,15.62,5.6,4.8,0
100313,CD-Montevideo,TR-006,Estándar,miércoles,17.97,3.44,0.0355,5,22.4,11.3,2.68,4.6,0
103202,CD-Canelones,TR-026,EXPRESS,lunes,15.91,2.37,0.0249,7,22.6,11.72,1.96,4.4,0
102481,CD-Salto,TR-028,Estándar,sábado,38.59,4.22,0.0311,11,12.7,11.87,4.04,4.9,0
101083,CD-Salto,TR-039,EXPRESS,lunes,17.57,5.33,0.0337,9,22.0,8.01,4.39,3.9,0
103220,CD-Salto,TR-039,express,martes,251.86,8.51,0.0447,3,,23.67,5.5,4.7,0
102313,CD-Montevideo,TR-037,Estándar,miércoles,19.94,2.43,0.0218,6,16.6,8.27,2.14,3.6,0
102028,CD-Montevideo,TR-013,Estándar,viernes,340.2,3.84,0.049,2,22.3,24.48,21.24,,1
101392,CD-Montevideo,TR-095,Económico,lunes,54.72,6.11,,5,23.6,10.64,2.14,4.7,0
102171,CD-Montevideo,TR-069,Estándar,sábado,142.31,13.03,0.0724,3,20.8,12.38,2.03,4.4,0
101819,CD-Montevideo,TR-071,Económico ,jueves,18.01,2.73,0.0278,1,32.9,7.22,2.89,4.2,0
101162,CD-Salto,TR-093,Express,viernes,23.6,6.08,0.0571,9,,9.94,3.76,4.3,0
100713,CD-Montevideo,TR-006,Express ,lunes,21.35,5.97,0.0451,6,12.1,13.84,2.78,4.4,0
101116,CD-Canelones,TR-005,express,miércoles,21.38,2.77,0.0228,10,18.6,16.15,3.43,4.5,0
100245,CD-Salto,TR-060,Estándar,jueves,14.43,18.61,0.1133,5,30.5,2.41,2.63,4.5,0
102843,CD-Canelones,TR-093,ESTÁNDAR,viernes,20.79,5.0,0.0495,7,18.1,15.88,3.67,3.7,0
100467,CD-Salto,TR-005,Económico,viernes,228.37,2.68,0.0308,2,,16.87,4.3,4.2,0
103320,CD-Salto,TR-102,ECONÓMICO,martes,22.75,5.75,0.0516,10,16.3,9.65,5.86,2.7,1
100162,CD-Maldonado,TR-047,Estándar,sábado,240.72,7.16,0.0668,1,20.8,14.67,5.33,4.4,0
102984,CD-Salto,TR-049,Estándar,martes,32.03,4.37,0.035,7,,10.94,3.07,4.8,0
102538,CD-Canelones,TR-020,Económico,miércoles,320.78,3.2,0.0349,0,24.6,19.68,7.08,3.1,0
101955,CD-Salto,TR-043,Económico,miércoles,28.54,10.69,0.0578,9,,14.64,5.85,3.8,0
100373,CD-Canelones,TR-012,ESTÁNDAR,martes,29.21,3.98,0.0306,7,23.7,13.42,1.61,4.5,0
101393,CD-Montevideo,TR-079,Estándar,martes,28.61,2.75,0.0266,3,26.2,8.7,1.92,4.9,0
100626,CD-Maldonado,TR-004,Económico,martes,196.94,15.98,0.1134,1,22.4,12.85,3.55,,0
100170,CD-Montevideo,TR-068,Económico,martes,280.53,5.73,0.0501,1,16.6,13.69,5.75,3.6,0
100388,CD-Maldonado,TR-055,Estándar,jueves,13.35,3.36,0.0255,9,6.5,12.05,1.53,2.0,0
103461,CD-Canelones,TR-081,Estándar,martes,28.68,1.64,0.0274,9,16.2,16.25,4.59,4.6,0
100381,CD-Montevideo,TR-083,express,sábado,3.91,1.72,0.0437,8,29.9,10.9,4.19,4.7,0
101937,CD-Salto,TR-054,Express,sábado,23.17,4.54,0.0337,5,11.3,12.23,1.43,,0
100892,CD-Canelones,TR-019,Económico,viernes,32.0,4.09,0.0358,8,10.8,13.2,3.9,,0
101343,CD-Montevideo,TR-043,Estándar,martes,307.88,6.57,0.0466,3,21.9,23.37,6.28,3.9,0
103215,CD-Maldonado,TR-062,Económico,martes,38.37,5.61,0.0369,8,20.9,10.47,4.71,4.2,0
101843,CD-Montevideo,TR-026,Económico,jueves,19.63,4.92,0.0457,6,21.2,9.58,0.84,4.3,0
102592,CD-Montevideo,TR-030,Económico,sábado,28.85,2.25,0.0236,5,26.4,6.55,2.1,3.6,0
102310,CD-Canelones,TR-009,EXPRESS,sábado,198.41,5.67,0.0481,3,17.2,14.76,14.69,3.3,1
102587,CD-Maldonado,TR-044,Express,viernes,22.86,5.16,0.0413,7,14.4,7.84,2.61,4.8,0
100183,CD-Montevideo,TR-028,Económico,lunes,13.64,1.81,0.0253,5,17.3,6.61,2.02,4.7,0
103093,CD-Canelones,TR-012,Estándar ,lunes,12.86,3.62,0.0371,7,14.5,7.27,3.86,3.1,0
101142,CD-Maldonado,TR-013,Express,sábado,31.66,6.13,0.0497,7,25.1,15.47,2.43,2.7,1
103281,CD-Montevideo,TR-108,Estándar,viernes,33.49,3.8,0.0397,9,21.1,19.12,4.7,,1
103497,CD-Montevideo,TR-021,Estándar,miércoles,17.02,4.42,0.0681,11,13.0,11.49,4.53,4.3,0
100717,CD-Canelones,TR-039,Express,lunes,209.52,7.05,0.0585,3,21.9,20.57,4.67,3.1,0
102138,CD-Maldonado,TR-024,express,viernes,254.05,7.5,0.0641,2,22.4,16.33,4.19,3.8,0
103038,CD-Canelones,TR-099,Express,jueves,7.87,3.75,0.0253,8,19.9,7.71,4.23,4.7,0
102086,CD-Montevideo,TR-052,económico,viernes,298.4,8.11,0.0432,5,13.4,22.37,8.17,4.0,0
100353,CD-Canelones,TR-065,Económico,martes,288.81,1.88,0.0282,0,15.7,16.56,7.55,4.3,0
100247,CD-Canelones,TR-054,Económico,viernes,34.66,10.34,0.0518,10,20.8,13.72,4.08,1.7,0
101086,CD-Montevideo,TR-041,Estándar,lunes,30.76,9.48,0.0496,6,18.0,11.72,3.2,4.3,0
102765,CD-Salto,TR-096,Estándar,jueves,33.42,4.62,0.0376,7,14.7,13.11,2.92,3.3,0
100154,CD-Canelones,TR-053,EXPRESS,lunes,14.67,2.8,0.0256,15,19.4,23.13,6.17,3.7,1
102111,CD-Maldonado,TR-004,estándar,miércoles,180.4,2.97,0.0377,1,23.4,13.14,3.63,4.8,0
102599,CD-Montevideo,TR-103,Express,lunes,216.29,5.99,0.0445,2,25.3,15.56,7.36,4.6,0
100705,CD-Canelones,TR-081,Estándar,jueves,28.57,2.83,0.0244,4,15.3,7.16,2.15,3.5,1
102470,CD-Montevideo,TR-114,Express,miércoles,29280.0,3.02,0.0409,10,31.8,11.5,2.79,3.5,0
103156,CD-Montevideo,TR-015,ECONÓMICO,lunes,10.99,1.69,0.0273,6,19.7,8.02,2.85,4.1,0
103397,CD-Salto,TR-061,ESTÁNDAR,viernes,37.24,4.19,0.027,5,,15.3,3.51,3.0,0
100024,CD-Canelones,TR-065,Económico,martes,23.6,3.38,0.0608,3,16.5,8.25,1.47,3.6,0
100166,CD-Montevideo,TR-075,Estándar,viernes,20.44,7.07,0.0385,10,21.3,9.72,0.52,4.7,0
101064,CD-Montevideo,TR-033,Estándar,jueves,36.07,4.1,0.0359,7,9.7,10.04,3.92,4.8,0
102241,CD-Maldonado,TR-073,Económico ,martes,35.67,2.94,0.0326,8,17.2,21.52,2.29,3.1,0
100200,CD-Canelones,TR-045,Express,miércoles,151.16,4.58,0.0318,1,22.7,10.83,3.59,3.0,0
100207,CD-Canelones,TR-036,Estándar,lunes,22.85,16.61,0.0826,10,26.6,7.89,3.39,3.7,0
102644,CD-Montevideo,TR-013,Express,sábado,15.83,4.34,0.0317,5,24.5,8.46,1.9,4.9,0
100271,CD-Maldonado,TR-058,Estándar,miércoles,39.85,8.68,0.0719,6,13.3,16.56,2.69,4.3,0
100429,CD-Canelones,TR-011,Estándar,lunes,10.17,8.8,0.068,10,16.9,19.4,2.17,3.2,0
103216,CD-Canelones,TR-073,ESTÁNDAR,lunes,183.81,7.09,0.0486,1,25.6,19.29,4.04,3.1,0
103272,CD-Maldonado,TR-110,Express,jueves,43.66,2.44,0.0217,11,11.4,16.39,4.19,4.8,0
102657,CD-Salto,TR-042,Express,sábado,282.65,3.45,0.0244,2,11.2,18.56,6.7,4.6,0
103162,CD-Montevideo,TR-066,Estándar,sábado,149.89,3.18,0.0499,3,18.5,15.08,2.16,1.4,1
101666,CD-Montevideo,TR-026,Estándar,martes,36.07,2.62,0.031,7,12.7,8.54,4.22,4.4,0
100483,CD-Montevideo,TR-051,Estándar,martes,22.93,4.43,0.0479,7,14.8,11.26,3.2,,0
100291,CD-Montevideo,TR-073,Estándar,viernes,330.16,10.61,0.0651,0,18.2,17.74,6.57,4.7,0
102732,CD-Maldonado,TR-059,Estándar,miércoles,236.92,3.11,0.0363,1,23.9,13.65,5.67,3.9,0
103326,CD-Salto,TR-050,express,miércoles,33.65,6.81,0.0673,8,20.2,9.21,11.64,3.1,1
102220,CD-Salto,TR-119,Económico,jueves,36.54,4.68,0.0414,7,,14.01,1.46,4.0,0
102137,CD-Salto,TR-004,Estándar,jueves,33.42,4.81,0.0566,4,21.8,11.96,3.12,4.6,0
101077,CD-Canelones,TR-064,Estándar ,jueves,24.12,7.45,0.0571,7,9.8,15.54,7.28,2.9,1
100002,CD-Montevideo,TR-009,ESTÁNDAR,jueves,24.29,7.56,0.066,4,32.3,5.52,4.38,4.2,0
101577,CD-Canelones,TR-028,Estándar,miércoles,131.82,2.89,0.0404,2,20.5,8.6,-2.43,3.9,0
101675,CD-Maldonado,TR-035,Estándar,viernes,16.71,1.34,0.0439,8,17.5,8.16,2.39,4.4,0
103241,CD-Salto,TR-002,económico,lunes,17.52,3.91,0.0311,10,13.3,14.91,3.81,2.6,0
102552,CD-Maldonado,TR-052,Económico,miércoles,40.54,9.92,0.0499,8,17.9,18.5,1.87,3.3,1
101114,CD-Montevideo,TR-013,Estándar,miércoles,28.59,6.05,0.047,8,29.5,9.71,2.87,2.7,0
100844,CD-Montevideo,TR-041,Estándar,viernes,29.95,4.68,0.046,9,25.8,17.54,2.47,2.6,1
102677,CD-Montevideo,TR-094,Estándar,viernes,285.61,7.09,0.0717,2,18.8,20.6,7.33,4.2,0
103558,CD-Montevideo,TR-088,Económico,sábado,240.26,10.05,0.0762,3,16.2,19.49,6.02,3.8,0
103111,CD-Montevideo,TR-086,Estándar,lunes,41.58,2.43,0.0367,7,10.7,12.53,3.35,,0
103570,CD-Salto,TR-076,Express,viernes,28.27,11.43,0.0658,6,24.3,13.16,3.22,4.2,0
101950,CD-Canelones,TR-071,Express,martes,18.5,2.92,0.0595,5,21.1,8.7,1.22,3.9,0
101154,CD-Montevideo,TR-111,ECONÓMICO,viernes,30.49,7.08,0.0592,14,15.6,17.55,4.45,,0
100269,CD-Maldonado,TR-118,Estándar ,miércoles,16.93,6.35,0.0395,3,22.4,12.31,1.18,4.7,0
103251,CD-Montevideo,TR-016,Estándar,miércoles,291.74,9.12,0.0646,1,16.5,18.56,4.37,4.5,0
102027,CD-Montevideo,TR-089,Estándar,jueves,183.69,2.05,0.0247,1,20.5,12.69,5.92,4.6,0
103087,CD-Canelones,TR-014,Estándar,lunes,253.32,2.4,0.0381,1,10.5,24.65,21.47,2.9,1
100944,CD-Montevideo,TR-009,estándar,sábado,182.4,8.92,0.0697,4,18.6,19.91,3.14,3.9,0
101963,CD-Salto,TR-090,Express,lunes,208.14,1.25,0.0303,5,25.9,14.84,4.92,2.5,0
102601,CD-Salto,TR-005,Express,miércoles,22.48,3.1,0.0343,5,21.1,10.37,1.28,3.4,0
103553,CD-Maldonado,TR-014,Económico,jueves,23.27,1.41,0.056,9,13.9,14.79,7.63,,1
102659,CD-Canelones,TR-095,ESTÁNDAR,jueves,244.66,5.73,0.0632,1,25.5,17.97,3.62,4.4,0
103450,CD-Montevideo,TR-056,EXPRESS,viernes,247.64,5.07,0.0679,1,12.6,22.82,4.74,3.1,0
102810,CD-Montevideo,TR-040,estándar,sábado,269.91,1.86,0.0267,3,25.4,23.91,6.36,2.6,0
101520,CD-Montevideo,TR-074,Estándar,martes,228.29,2.12,0.0323,1,20.8,14.29,4.02,4.6,0
100813,CD-Montevideo,TR-038,Express ,sábado,20.45,1.94,0.0513,5,22.0,12.1,1.57,3.0,0
101956,CD-Montevideo,TR-109,Express,viernes,335.98,2.69,0.0209,1,15.9,21.38,6.57,4.8,0
103464,CD-Montevideo,TR-030,Económico,martes,38.85,3.8,,7,19.7,10.99,3.0,4.1,0
101356,CD-Montevideo,TR-024,Estándar,jueves,12.96,4.87,0.0362,6,21.3,7.85,2.92,2.8,0
100619,CD-Maldonado,TR-014,Estándar,martes,151.92,3.72,0.0292,0,22.4,7.17,3.9,4.8,0
101796,CD-Montevideo,TR-002,Económico ,martes,19.33,7.05,0.0513,7,15.2,8.02,2.81,4.2,0
102250,CD-Canelones,TR-055,Estándar,jueves,254.12,1.43,0.0334,1,13.4,21.01,6.07,,0
101823,CD-Canelones,TR-111,ESTÁNDAR,viernes,251.72,6.5,0.0441,3,17.3,17.44,5.39,2.9,1
101779,CD-Maldonado,TR-020,Estándar,lunes,188.16,2.35,0.0212,3,12.7,14.21,4.13,4.4,0
101920,CD-Montevideo,TR-002,Estándar,martes,264.34,7.43,0.065,3,15.0,21.38,6.24,4.6,0
103041,CD-Montevideo,TR-016,Express,viernes,36.03,3.92,0.0354,9,11.1,13.0,3.08,,0
103059,CD-Canelones,TR-026,Express,viernes,270.66,6.52,0.0363,2,19.4,13.72,4.54,1.0,0
101233,CD-Salto,TR-015,Express,jueves,14.92,3.52,0.0317,4,19.9,6.74,3.43,4.5,0
102253,CD-Montevideo,TR-003,Estándar,jueves,251.52,6.35,0.0564,3,27.6,17.69,4.38,4.7,0
101104,CD-Montevideo,TR-106,Estándar,martes,281.57,4.21,0.0392,6,17.4,22.72,5.79,4.5,0
103504,CD-Canelones,TR-083,Estándar,jueves,10.25,1.39,0.0164,8,13.0,13.42,2.37,4.3,0
103135,CD-Canelones,TR-075,Estándar,viernes,33.83,3.37,0.0357,9,22.2,14.66,2.34,4.3,0
